Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5114-1,20-05-2015,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,High,UGen Ultra Eron Style Paps,Office Supplies,Small Box,Regular Air,22-05-2015,$1.59,$2.61,$1.02,4,"$3,865.46",5%,$334.88,"$3,533.63",$0.50,"$3,353.64"
5115-1,28-09-2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,29-09-2014,$12.39,$19.98,$7.59,32,$447.78,9%,$4.67,$421.83,$5.77,$417.33
5116-1,17-02-2013,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Critical,"Steady EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Small Box,Express Air,22-02-2013,$0.90,$2.10,$1.20,39,$36.70,7%,$1.36,$35.04,$0.70,$36.49
5116-1,18-05-2015,Brian DeCherney,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Low,Multimedia Mailers,Office Supplies,Small Box,Regular Air,25-05-2015,$99.39,$162.93,$63.54,31,"$1,807.60",0%,$54.26,"$1,608.43",$19.99,"$1,601.97"
5118-1,08-12-2013,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Medium,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Small Box,Regular Air,08-12-2013,$3.88,$6.47,$2.59,27,$40.00,5%,$4.00,$36.00,$1.22,$37.29
5118-1,22-12-2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Low,Creator Colored Pencils,Office Supplies,Small Box,Regular Air,23-12-2014,$1.57,$3.28,$1.71,32,$86.88,10%,$8.69,$78.19,$0.98,$79.75
5118-1,22-12-2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Colored Envelopes,Office Supplies,Small Box,Regular Air,23-12-2014,$2.25,$3.69,$1.44,32,$86.88,5%,$8.69,$78.19,$2.50,$79.75
5119-1,18-11-2013,Nicole Brennan,"310 Wattle St,Ultimo",Sydney,NSW,Consumer,Aanya Zhang,Medium,Economy Binders,Technology,Small Box,Regular Air,20-11-2013,$1.33,$2.08,$0.75,32,$67.12,1%,$6.13,$68.19,$1.49,$64.58
5119-1,23-02-2015,Brid Thompson,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,High,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Express Air,26-02-2015,$1.30,$2.88,$1.58,12,$142.34,2%,$14.63,$136.65,$1.01,$127.87
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Medium,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,07-06-2013,$36.02,$58.10,$22.08,48,$581.00,7%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,High,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,07-06-2013,$36.02,$58.10,$22.08,27,$581.00,7%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Deborah Brumfield,"644 George St,Sydney",Sydney,NSW,Small Business,Radhya Staples,Medium,Artisan Arch Ring Binders,Technology,Small Box,Regular Air,05-06-2013,$36.02,$58.10,$22.08,37,$581.00,1%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,07-06-2013,$36.02,$58.10,$22.08,40,$581.00,4%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Express Air,07-06-2013,$36.02,$58.10,$22.08,12,$581.00,5%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"3A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Medium,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,07-06-2013,$36.02,$58.10,$22.08,19,$581.00,0%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,07-06-2013,$36.02,$58.10,$22.08,35,$581.00,3%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Express Air,07-06-2013,$36.02,$58.10,$22.08,22,$581.00,10%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 48 Labels,Office Supplies,Small Box,Express Air,07-06-2013,$3.84,$6.30,$2.46,19,$581.00,0%,$52.29,$528.71,$0.50,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Consumer,Tina Carlton,Critical,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,07-06-2013,$36.02,$58.10,$22.08,32,$581.00,6%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,07-06-2013,$36.02,$58.10,$22.08,31,$581.00,8%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Sill Knudson,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,07-06-2013,$13.88,$22.38,$8.50,21,$581.00,0%,$52.29,$528.71,$15.10,$530.20
5120-1,05-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,07-06-2013,$36.02,$58.10,$22.08,19,$581.00,10%,$52.29,$528.71,$1.49,$530.20
5120-1,05-06-2013,Jan Machine,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,Phoebe Gour,Low,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,05-06-2013,$36.02,$58.10,$22.08,44,$581.00,3%,$52.29,$528.71,$1.49,$530.20
5121-1,16-12-2014,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Critical,Economy Binders,Office Supplies,Small Box,Regular Air,18-12-2014,$1.33,$2.08,$0.75,6,$85.96,3%,$5.60,$76.46,$1.49,$78.84
5122-1,05-06-2013,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Critical,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,05-06-2013,$156.50,$300.97,$144.47,41,"$11,436.86",7%,"$1,029.32","$10,407.54",$7.18,"$10,414.72"
5122-1,05-06-2013,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Low,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,05-06-2013,$156.50,$300.97,$144.47,46,"$11,436.86",10%,"$1,029.32","$10,407.54",$7.18,"$10,414.72"
5122-1,11-06-2015,Nathan Geldres,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,Binder Posts,Office Supplies,Small Box,Regular Air,12-06-2015,$3.50,$5.74,$2.24,20,$125.60,7%,$12.56,$116.04,$5.01,$117.51
5122-1,05-06-2013,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Medium,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,05-06-2013,$156.50,$300.97,$144.47,3,"$11,436.86",1%,"$1,029.32","$10,407.54",$7.18,"$10,414.72"
5122-1,05-06-2013,Deborah Brumfield,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Regular Air,05-06-2013,$156.50,$300.97,$144.47,15,"$11,436.86",5%,"$1,029.32","$10,407.54",$7.18,"$10,414.72"
5123-1,17-09-2014,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,18-09-2014,$1.94,$3.08,$1.14,31,$140.60,3%,$5.65,$136.01,$0.99,$137.04
5124-1,14-07-2015,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,19-07-2015,$2.50,$5.68,$3.18,27,$260.24,7%,$13.03,$246.51,$3.60,$247.74
5124-1,29-05-2013,Anthony Rawles,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,Medium,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,29-05-2013,$2.50,$5.68,$3.18,23,$259.72,10%,$25.97,$232.77,$3.60,$239.54
5124-1,11-06-2013,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,13-06-2013,$3.84,$6.30,$2.46,21,$23.82,5%,$1.63,$22.65,$0.50,$22.03
5124-1,09-12-2014,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Technology,Small Box,Regular Air,11-12-2014,$54.29,$90.48,$36.19,43,"$9,407.54",4%,$39.51,"$5,785.83",$19.99,"$4,273.24"
5124-1,06-06-2013,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Home Office,Nicholas Fernandes,High,Apex Elite Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,08-06-2013,$3.42,$8.34,$4.92,23,$250.20,9%,$5.00,$245.20,$2.64,$247.84
5124-1,11-06-2013,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Smiths Colored Interoffice Envelopes,Technology,Small Box,Regular Air,13-06-2013,$19.83,$30.98,$11.15,48,"$1,518.02",4%,$136.62,"$1,381.40",$19.51,"$1,400.91"
5124-1,06-06-2013,Trudy Schmidt,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Not Specified,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,08-06-2013,$3.42,$8.34,$4.92,11,$250.20,1%,$5.00,$245.20,$2.64,$247.84
5124-1,30-07-2013,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Consumer,Nicholas Fernandes,High,Emerson Stylus 1520 Color Inkjet Printer,Office Supplies,Small Box,Regular Air,31-07-2013,$315.61,$500.97,$185.36,46,"$2,879.76",4%,$57.60,"$2,822.16",$69.30,"$2,836.16"
5125-1,10-06-2013,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,11-06-2013,$1.94,$3.08,$1.14,23,$156.00,1%,$12.48,$143.52,$0.99,$144.82
5125-1,10-06-2014,Clay Ludtke,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Express Air,12-06-2014,$0.93,$1.60,$0.67,8,$78.60,7%,$7.28,$74.54,$1.29,$76.45
5125-1,20-05-2015,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,22-05-2015,$54.29,$90.48,$36.19,2,"$2,754.32",4%,$333.87,"$2,368.09",$19.99,"$2,389.44"
5125-1,15-09-2013,Rob Haberlin,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,EcoTones Memo Sheets,Technology,Small Box,Regular Air,16-09-2013,$2.52,$4.00,$1.48,24,$249.90,8%,$2.49,$247.01,$1.30,$245.31
5125-1,19-11-2014,Jam Mailer,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,High,Artisan 474 Labels,Office Supplies,Wrap Bag,Express Air,21-11-2014,$1.84,$2.88,$1.04,14,$56.40,8%,$2.55,$53.25,$0.99,$54.72
5126-1,13-03-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Box,Regular Air,13-03-2014,$16.80,$40.97,$24.17,1,"$1,825.82",0%,$72.23,"$1,848.07",$8.99,"$1,833.74"
5126-1,03-08-2015,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Express Air,08-08-2015,$4.46,$10.89,$6.43,39,$117.04,3%,$4.68,$112.36,$4.50,$113.95
5126-1,09-10-2015,Janet Lee,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Consumer,Tina Carlton,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,11-10-2015,$12.39,$19.98,$7.59,8,$739.92,5%,$50.79,$673.27,$5.77,$676.88
5128-1,10-06-2013,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,12-06-2013,$2.52,$4.00,$1.48,46,$156.00,1%,$12.48,$143.52,$1.30,$144.82
5128-1,10-06-2013,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,EcoTones Memo Sheets,Technology,Small Box,Regular Air,12-06-2013,$2.52,$4.00,$1.48,44,$156.00,3%,$12.48,$143.52,$1.30,$144.82
5128-1,27-03-2013,Echa Smith,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan Hole Reinforcements,Technology,Jumbo Drum,Delivery Truck,27-03-2013,$3.99,$6.23,$2.24,42,$136.02,0%,$8.16,$123.88,$6.97,$124.57
5128-1,10-06-2013,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,EcoTones Memo Sheets,Office Supplies,Small Pack,Regular Air,12-06-2013,$2.52,$4.00,$1.48,8,$156.00,3%,$12.48,$143.52,$1.30,$144.82
5128-1,14-06-2013,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,15-06-2013,$2.52,$4.00,$1.48,33,$156.00,8%,$12.48,$143.52,$1.30,$144.82
5128-1,14-06-2013,Paul Lucas,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,25-06-2013,$2.52,$4.00,$1.48,33,$156.00,5%,$12.48,$143.52,$1.30,$144.82
5128-1,10-06-2013,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Low,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,12-06-2013,$2.52,$4.00,$1.48,22,$156.00,4%,$12.48,$143.52,$1.30,$144.82
5128-1,10-06-2013,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Low,EcoTones Memo Sheets,Office Supplies,Wrap Bag,Regular Air,12-06-2013,$2.52,$4.00,$1.48,8,$156.00,6%,$12.48,$143.52,$1.30,$144.82
5129-1,07-03-2013,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Low,Beekin 105-Key Black Keyboard,Furniture,Small Pack,Regular Air,10-03-2013,$6.39,$19.98,$13.59,46,$136.92,3%,$8.32,$123.74,$4.00,$122.04
5129-1,13-05-2013,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,14-05-2013,$19.83,$30.98,$11.15,8,"$1,518.52",0%,$151.46,"$1,381.40",$19.51,"$1,400.91"
5130-1,22-05-2013,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,23-05-2013,$2.50,$5.68,$3.18,18,$332.84,4%,$1.06,$232.59,$3.60,$239.54
5130-1,31-05-2013,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,04-06-2013,$54.29,$90.48,$36.19,10,"$1,504.55",9%,$106.62,"$1,393.59",$19.99,"$1,406.69"
5131-1,09-06-2014,Barry Lonsdale,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Home Office,Preston Senome,Medium,Beekin 105-Key Black Keyboard,Technology,Small Box,Regular Air,09-06-2014,$6.39,$19.98,$13.59,27,$119.36,5%,$0.54,$110.65,$4.00,$112.36
5132-1,30-07-2014,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Yvette Biti,Medium,PastelOcean Color Pencil Set,Technology,Small Box,Regular Air,31-07-2014,$11.11,$19.84,$8.73,12,$340.62,0%,$2.65,$335.67,$4.10,$345.35
5132-1,18-07-2015,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Small Business,Yvette Biti,High,Self-Adhesive Ring Binder Labels,Technology,Small Box,Regular Air,20-07-2015,$2.18,$3.52,$1.34,48,$105.60,2%,$10.35,$99.07,$6.83,$90.69
5132-1,18-02-2014,Grant Thornton,"1 John Street,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Ecolon Metal Binder Clips,Office Supplies,Small Box,Regular Air,20-02-2014,$1.60,$2.62,$1.02,1,$43.74,6%,$4.67,$30.81,$0.80,$33.24
5132-1,04-05-2013,Lynn Smith,"61A Bay Road,Wollstonecraft",Sydney,NSW,Corporate,Samantha Chairs,Low,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,06-05-2013,$4.19,$10.23,$6.04,29,$365.60,3%,$2.65,$327.75,$4.68,$345.34
5132-1,12-09-2014,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Smiths File Caddy,Office Supplies,Small Box,Regular Air,19-09-2014,$4.03,$9.38,$5.35,33,$279.30,8%,$35.76,$267.30,$7.28,$274.95
5132-1,17-07-2013,Pauline Webber,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,17-07-2013,$2.50,$5.68,$3.18,27,$137.54,7%,$1.38,$136.14,$3.60,$132.04
5133-1,15-06-2013,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,17-06-2013,$278.99,$449.99,$171.00,9,$128.52,9%,$9.00,$119.52,$49.00,$120.40
5133-1,15-06-2013,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Wirebound Voice Message Log Book,Technology,Small Box,Regular Air,17-06-2013,$2.90,$4.76,$1.86,1,$128.52,0%,$9.00,$119.52,$0.88,$120.40
5133-1,15-06-2013,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,17-06-2013,$2.90,$4.76,$1.86,17,$128.52,9%,$9.00,$119.52,$0.88,$120.40
5134-1,16-06-2013,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Not Specified,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Wrap Bag,Regular Air,16-06-2013,$156.50,$300.97,$144.47,23,$300.97,7%,$18.06,$282.91,$7.18,$290.09
5134-1,22-06-2014,Andy Peige,"797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan 419 Labels,Office Supplies,Small Box,Regular Air,24-06-2014,$1.94,$3.08,$1.14,8,$23.04,7%,$1.61,$21.43,$0.99,$22.22
5134-1,02-03-2015,Thomas Thornton,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,High,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Technology,Small Box,Regular Air,04-03-2015,$56.16,$136.98,$80.82,47,$360.33,0%,$26.31,$359.95,$24.49,$353.36
5135-1,01-01-2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,04-01-2015,$5.19,$12.98,$7.79,47,$239.00,2%,$2.39,$237.21,$3.14,$241.43
5135-1,24-06-2013,Paul Lucas,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,25-06-2013,$4.53,$7.30,$2.77,50,$255.25,7%,$15.45,$248.21,$7.72,$228.42
5136-1,01-02-2015,Julia Dunbar,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Consumer,Phoebe Gour,Medium,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Technology,Jumbo Drum,Delivery Truck,03-02-2015,$16.85,$27.18,$10.33,5,"$1,204.54",1%,$64.22,"$1,196.28",$8.23,"$1,117.28"
5136-2,17-06-2014,Edward Becker,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,18-06-2014,$1.31,$2.84,$1.53,32,$25.20,5%,$2.20,$21.30,$0.93,$22.29
5137-1,05-02-2017,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,Stevie Bacata,Not Specified,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,07-02-2017,$16.85,$27.18,$10.33,36,"$1,305.29",10%,$52.51,"$1,205.49",$8.23,"$1,126.28"
5138-1,07-05-2013,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Smiths Metal Binder Clips,Furniture,Small Pack,Regular Air,09-05-2013,$1.60,$2.62,$1.02,35,$89.08,0%,$7.13,$81.95,$0.80,$82.75
5138-1,11-12-2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Medium,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,13-12-2013,$1.18,$1.88,$0.70,34,$105.64,3%,$0.00,$105.64,$1.49,$106.94
5138-1,16-07-2013,George Zrebassa,"73 MacLeay St,Potts Point",Sydney,NSW,Corporate,Natasha Song,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,17-07-2013,$1.59,$2.61,$1.02,25,$111.20,9%,$3.34,$107.86,$0.50,$109.20
5138-1,04-12-2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Critical,Steady Major Accent Highlighters,Office Supplies,Small Pack,Regular Air,05-12-2014,$3.75,$7.08,$3.33,50,$265.08,8%,$15.85,$228.51,$2.35,$226.73
5139-1,29-06-2014,Daniel Byrd,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Apex Preferred Stainless Steel Scissors,Technology,Large Box,Regular Air,30-06-2014,$2.50,$5.68,$3.18,29,$263.90,0%,$7.60,$236.19,$3.60,$233.85
5139-1,12-08-2015,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,High,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,15-08-2015,$1.84,$2.88,$1.04,14,$114.64,6%,$4.58,$116.86,$0.99,$117.15
5139-1,01-11-2013,Kristina Nunn,"22 Civic Rd,Auburn",Sydney,NSW,Corporate,Mihael Khan,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,02-11-2013,$3.50,$5.74,$2.24,23,$43.38,10%,$3.00,$30.20,$5.01,$30.29
5140-1,24-06-2013,Paul Lucas,"8 Quay Street,Haymarket",Sydney,NSW,Corporate,Leighton Forrest,High,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,25-06-2013,$3.40,$5.40,$2.00,9,$135.00,3%,$12.15,$122.85,$7.78,$130.63
5140-1,09-08-2013,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,High,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,13-08-2013,$5.50,$12.22,$6.72,3,$249.76,0%,$29.97,$239.33,$2.85,$242.85
5140-1,24-06-2013,Paul Lucas,"8 Quay Street,Haymarket",Sydney,NSW,Consumer,Leighton Forrest,Critical,3Max Organizer Strips,Office Supplies,Wrap Bag,Express Air,25-06-2013,$3.40,$5.40,$2.00,39,$135.00,7%,$12.15,$122.85,$7.78,$130.63
5140-1,24-07-2014,Todja Jarnong,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,High,3Max Organizer Strips,Office Supplies,Wrap Bag,Regular Air,26-07-2014,$3.40,$5.40,$2.00,8,$135.00,2%,$31.35,$122.85,$7.78,$130.63
5141-1,20-06-2013,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Low,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Express Air,22-06-2013,$21.56,$36.55,$14.99,44,$138.54,1%,$5.35,$123.73,$13.89,$126.19
5142-1,16-12-2015,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,High,Binding Machine Supplies,Office Supplies,Wrap Bag,Regular Air,18-12-2015,$18.38,$29.17,$10.79,25,$359.64,6%,$14.39,$345.25,$6.27,$349.23
5142-1,25-06-2013,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Low,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Express Air,26-06-2013,$11.11,$19.84,$8.73,40,$515.84,5%,$36.11,$479.73,$4.10,$483.83
5142-1,25-06-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,High,Feluor Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,27-06-2013,$42.11,$80.98,$38.87,50,$515.84,1%,$36.11,$479.73,$7.18,$483.83
