Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5386-1,01-02-2015,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Express Air,03-02-2015,$13.88,$22.38,$8.50,22,"$1,254.31",9%,$62.72,"$1,193.59",$15.10,"$1,197.80"
5387-1,05-10-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Critical,Emerson LQ-870 Dot Matrix Printer,Office Supplies,Small Pack,Regular Air,07-10-2013,$219.61,$535.64,$316.03,15,"$4,243.95",0%,$144.27,"$4,025.95",$14.70,"$4,705.56"
5388-1,24-08-2014,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Critical,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Office Supplies,Wrap Bag,Regular Air,25-08-2014,$56.16,$136.98,$80.82,21,$225.16,5%,$15.75,$201.03,$24.49,$219.26
5389-1,26-01-2014,Sarah Jordon,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,02-02-2014,$5.50,$12.22,$6.72,10,$232.18,8%,$20.90,$211.28,$2.85,$214.13
5389-1,25-06-2014,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,25-06-2014,$278.99,$449.99,$171.00,28,"$1,925.59",8%,$115.95,"$1,908.99",$49.00,"$1,905.98"
5389-1,07-08-2014,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Economy Binders,Office Supplies,Small Box,Regular Air,09-08-2014,$1.33,$2.08,$0.75,44,$84.06,9%,$1.76,$83.16,$1.49,$84.44
5389-1,26-01-2014,Sarah Jordon,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Aluminum Document Frame,Office Supplies,Small Box,Regular Air,02-02-2014,$5.50,$12.22,$6.72,39,$232.18,7%,$20.90,$211.28,$2.85,$214.13
5389-1,25-06-2014,Nora Paige,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,600 Series Non-Flip,Office Supplies,Small Box,Regular Air,25-06-2014,$19.78,$45.99,$26.21,9,"$1,915.59",4%,$115.04,"$1,905.99",$4.99,"$1,908.98"
5390-1,08-05-2015,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,High,Alto 3-Hole Punch,Office Supplies,Wrap Bag,Regular Air,12-05-2015,$2.76,$4.38,$1.62,39,$51.46,4%,$2.24,$41.28,$6.21,$48.28
5391-1,17-08-2013,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,17-08-2013,$2.26,$3.58,$1.32,42,$46.60,1%,$3.27,$42.25,$5.47,$42.04
5392-1,03-04-2016,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,03-04-2016,$5.33,$8.60,$3.27,31,$35.40,0%,$2.52,$33.22,$6.19,$39.21
5392-1,17-08-2013,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,High,Apex Straight Scissors,Office Supplies,Small Box,Express Air,17-08-2013,$5.19,$12.98,$7.79,29,$486.82,3%,$37.68,$352.05,$3.14,$365.55
5392-1,31-05-2013,Rick Duston,"260 Marrickville Rd,Marrickville",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,31-05-2013,$5.19,$12.98,$7.79,37,$594.38,3%,$28.33,$531.75,$3.14,$538.55
5392-1,05-09-2016,Katherine Ducich,"61A Bay Road,Wollstonecraft",Sydney,NSW,Consumer,Samantha Chairs,Low,Steady 52201 APSCO Electric Pencil Sharpener,Technology,Small Pack,Regular Air,07-09-2016,$16.80,$40.97,$24.17,19,$437.58,9%,$38.75,$432.45,$8.99,$436.21
5392-1,02-03-2014,Edward Nazzal,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,Artisan 473 Labels,Office Supplies,Wrap Bag,Regular Air,03-03-2014,$1.84,$2.88,$1.04,45,$28.82,5%,$0.59,$26.09,$0.99,$21.83
5393-1,04-02-2015,David Smith,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Smiths Bulldog Clip,Technology,Medium Box,Express Air,06-02-2015,$2.31,$3.78,$1.47,19,$128.52,1%,$3.86,$124.66,$0.71,$125.36
5393-1,09-08-2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,Low,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,16-08-2013,$2.45,$3.89,$1.44,1,$126.04,2%,$23.11,$127.78,$7.01,$127.15
5393-1,26-05-2013,Denny Ordway,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,26-05-2013,$1.09,$2.60,$1.51,46,$3.52,2%,$0.15,$3.47,$2.40,$3.07
5394-1,29-05-2013,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Alto Memo Cubes,Technology,Small Box,Express Air,29-05-2013,$3.32,$5.18,$1.86,33,$53.92,8%,$4.66,$52.20,$2.04,$53.24
5394-1,30-07-2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Low,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Express Air,31-07-2015,$5.33,$8.60,$3.27,23,$404.00,3%,$18.56,$430.04,$6.19,$398.33
5394-1,29-05-2013,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,29-05-2013,$13.64,$20.98,$7.34,32,$595.88,10%,$25.99,$591.85,$1.49,$593.34
5394-1,13-03-2013,Darren Powers,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,Low,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,13-03-2013,$3.75,$7.08,$3.33,28,$126.88,9%,$6.09,$221.13,$2.35,$227.63
5394-1,30-01-2014,Hilary Holden,"485 Crown St,Surry Hills",Sydney,NSW,Small Business,Leighton Forrest,Low,Artisan Legal 4-Ring Binder,Office Supplies,Wrap Bag,Regular Air,01-02-2014,$13.64,$20.98,$7.34,47,$650.38,7%,$58.53,$591.85,$1.49,$593.33
5394-1,09-08-2013,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Home Office,Natasha Song,High,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,16-08-2013,$5.50,$12.22,$6.72,23,$129.25,3%,$3.96,$126.07,$2.85,$228.16
5395-1,23-12-2013,Don Miller,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,Yvette Biti,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,23-12-2013,$3.32,$5.18,$1.86,33,$51.96,6%,$2.26,$51.29,$2.04,$53.22
5395-1,26-09-2013,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,28-09-2013,$32.02,$152.48,$120.46,17,$479.70,9%,$38.96,"$4,347.74",$4.00,"$4,512.25"
5395-1,09-05-2013,Thea Hudgings,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,11-05-2013,$1.59,$2.61,$1.02,44,$25.96,1%,$2.20,$21.16,$0.50,$22.20
5395-1,25-03-2015,Erin Creighton,"523 King St,Newtown",Sydney,NSW,Corporate,Aanya Zhang,Medium,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,27-03-2015,$8.92,$29.74,$20.82,50,$924.55,2%,$28.34,$925.57,$6.64,$924.83
5395-1,09-10-2014,Trudy Bell,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,09-10-2014,$5.19,$12.98,$7.79,30,$408.83,9%,$30.29,$353.23,$3.14,$367.24
5395-1,11-03-2013,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Corporate,Stevie Bacata,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Express Air,13-03-2013,$8.92,$29.74,$20.82,7,$331.80,10%,$3.56,$334.36,$6.64,$346.12
5395-2,24-07-2013,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Low,Beekin 105-Key Black Keyboard,Furniture,Small Pack,Express Air,26-07-2013,$6.39,$19.98,$13.59,38,$743.22,2%,$7.64,$760.22,$4.00,$777.21
5396-1,24-08-2015,Eleni McCrary,"79 Elliott St,Balmain",Sydney,NSW,Consumer,Aanya Zhang,Critical,Colored Envelopes,Office Supplies,Wrap Bag,Regular Air,28-08-2015,$2.25,$3.69,$1.44,22,$62.94,4%,$6.19,$59.35,$2.50,$60.62
5396-1,04-05-2013,Erica Smith,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,06-03-2013,$3.65,$5.98,$2.33,33,$186.92,5%,$14.47,$168.29,$1.49,$171.20
5396-1,22-07-2013,Edward Becker,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,Critical,Alto Perma 2700 Stacking Storage Drawers,Technology,Small Box,Regular Air,26-07-2013,$8.92,$29.74,$20.82,19,"$6,792.86",10%,$362.99,"$5,557.86",$6.64,$522.67
5396-1,04-03-2015,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Colored Envelopes,Technology,Jumbo Drum,Delivery Truck,06-03-2015,$2.25,$3.69,$1.44,6,$73.40,8%,$2.29,$70.91,$2.50,$70.40
5396-1,12-02-2014,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,Not Specified,Colored Envelopes,Technology,Medium Box,Regular Air,11-02-2014,$2.25,$3.69,$1.44,49,$73.80,7%,$5.90,$67.90,$2.50,$70.40
5396-1,18-11-2013,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,20-11-2013,$8.92,$29.74,$20.82,2,$528.50,1%,$11.49,$593.59,$6.64,$592.25
5397-1,29-05-2014,Melanie Page,"541 Church St,Richmond",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,29-05-2014,$2.50,$5.68,$3.18,45,$473.62,2%,$42.53,$438.05,$3.60,$445.05
5397-1,04-09-2013,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,06-09-2013,$1.31,$2.84,$1.53,35,$191.66,3%,$13.42,$178.29,$0.93,$180.22
5397-1,05-10-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,Tina Carlton,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,07-10-2013,$216.00,$449.99,$233.99,39,"$2,562.85",7%,$146.98,"$2,584.05",$24.49,"$2,826.16"
5397-1,03-09-2016,Cynthia Voltz,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,Preston Senome,Medium,Apex Design Stainless Steel Bent Scissors,Office Supplies,Small Box,Regular Air,05-09-2016,$2.87,$6.84,$3.97,48,$478.08,8%,$38.25,$432.05,$4.42,$448.11
5398-1,01-12-2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Small Pack,Regular Air,05-12-2014,$54.52,$100.97,$46.45,8,"$1,504.75",3%,$97.12,"$1,393.59",$7.18,"$1,400.57"
5398-1,13-02-2014,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Regular Air,13-02-2014,$54.52,$100.97,$46.45,21,"$1,514.55",0%,$121.61,"$1,393.39",$7.18,"$1,400.57"
5399-1,28-08-2014,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,01-09-2014,$3.32,$5.18,$1.86,21,$114.80,1%,$4.44,$116.02,$2.04,$116.56
5399-1,24-07-2013,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,26-07-2013,$2.26,$3.58,$1.32,15,$131.04,0%,$7.32,$126.85,$5.47,$127.75
5400-1,15-03-2014,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Critical,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,15-03-2014,$2.45,$3.89,$1.44,19,$258.30,7%,$0.00,$258.30,$7.01,$263.31
5400-1,05-07-2013,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,07-07-2013,$216.00,$449.99,$233.99,47,"$17,599.63",5%,"$1,712.97","$16,145.64",$24.49,"$16,194.64"
5400-1,17-01-2016,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Cando PC940 Copier,Technology,Medium Box,Regular Air,17-01-2016,$278.99,$449.99,$171.00,3,"$1,859.84",1%,"$1,633.97","$16,195.64",$49.00,"$17,194.64"
5400-1,05-02-2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,07-02-2014,$278.99,$449.99,$171.00,45,"$17,549.61",0%,"$1,404.97","$16,145.64",$49.00,"$16,194.64"
5400-1,07-02-2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Low,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,08-02-2014,$216.00,$449.99,$233.99,20,"$17,549.61",8%,"$1,523.97","$16,145.64",$24.49,"$16,194.64"
5400-1,13-12-2013,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Critical,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,14-12-2013,$3.65,$5.98,$2.33,11,$219.60,8%,$0.20,$211.90,$1.49,$213.09
5400-1,25-02-2014,Ju Letch,"22 Civic Rd,Auburn",Sydney,NSW,Small Business,Mihael Khan,Medium,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,27-02-2014,$278.99,$449.99,$171.00,13,"$17,549.61",10%,"$1,403.97","$16,145.64",$49.00,"$16,194.64"
5400-1,09-08-2013,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Low,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,13-08-2013,$1.92,$3.26,$1.34,30,$98.00,8%,$7.92,$85.00,$1.86,$85.49
5400-1,05-02-2014,Eulex Forman,"255 Devonshire St,Surry Hills",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,07-02-2014,$216.00,$449.99,$233.99,1,"$17,549.61",0%,"$1,403.97","$16,145.64",$24.49,"$16,194.64"
5402-1,29-09-2014,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Round Ring Poly Binders,Technology,Jumbo Drum,Delivery Truck,29-09-2014,$1.82,$2.84,$1.02,31,$59.62,6%,$0.00,$59.24,$5.44,$60.88
5402-1,12-09-2013,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Consumer,Leighton Forrest,High,Artisan Non-Stick Binders,Office Supplies,Small Pack,Regular Air,19-10-2013,$2.74,$4.49,$1.75,37,$62.94,8%,$0.64,$62.38,$1.49,$69.33
5402-1,05-10-2013,Neil Knudson,"4A Lyons St,Strathfield",Sydney,NSW,Small Business,Tina Carlton,Medium,Aluminum Document Frame,Office Supplies,Wrap Bag,Express Air,07-10-2013,$5.50,$12.22,$6.72,23,$526.85,1%,$26.29,$528.39,$2.85,$531.99
5402-1,28-04-2015,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,30-04-2015,$1.84,$2.88,$1.04,49,$86.00,7%,$2.61,$75.29,$0.99,$74.48
5402-1,02-11-2013,Eugene Hildebrand,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,03-11-2013,$3.75,$7.08,$3.33,41,$205.32,4%,$14.37,$190.95,$2.35,$193.30
5402-1,15-02-2013,Jasper Cacioppo,"22 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,16-02-2013,$2.50,$5.68,$3.18,36,$43.32,0%,$1.67,$32.85,$3.60,$33.83
5402-1,02-11-2014,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Consumer,Nicholas Fernandes,High,Artisan 48 Labels,Office Supplies,Small Pack,Regular Air,04-11-2014,$3.84,$6.30,$2.46,26,$49.94,8%,$0.40,$45.58,$0.50,$48.17
5402-1,07-05-2013,Berly Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Arch Ring Binders,Office Supplies,Wrap Bag,Regular Air,09-05-2013,$36.02,$58.10,$22.08,13,$45.40,8%,$7.45,$41.59,$1.49,$43.28
5402-1,17-11-2013,Allen Armold,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Apex Elite Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,18-11-2013,$3.42,$8.34,$4.92,29,$205.32,7%,$14.38,$190.94,$2.64,$193.32
5402-2,02-02-2014,Edward Nazzal,"2a/285A Crown St,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,Critical,Unpadded Memo Slips,Technology,Medium Box,Regular Air,03-02-2014,$2.59,$3.98,$1.39,8,$43.78,9%,$4.38,$39.40,$2.97,$42.37
5403-1,01-01-2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan File Folder Labels,Office Supplies,Small Box,Regular Air,03-01-2015,$1.84,$2.88,$1.04,38,$36.70,0%,$2.83,$34.43,$5.33,$35.73
5403-1,09-08-2013,Nancy Lomonaco,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,High,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Box,Regular Air,03-09-2013,$16.80,$40.97,$24.17,23,$546.12,1%,$27.26,$512.68,$8.99,$523.99
5403-1,11-12-2013,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Medium,Wirebound Voice Message Log Book,Office Supplies,Small Box,Regular Air,13-12-2013,$2.90,$4.76,$1.86,22,$5.10,7%,$0.00,$5.18,$0.88,$7.18
5403-1,11-08-2014,Sara Luxemburg,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,TechSavi Cordless Access Keyboard,Office Supplies,Wrap Bag,Regular Air,14-08-2014,$14.70,$29.99,$15.29,41,"$2,454.46",10%,$43.35,"$2,325.65",$5.50,"$2,328.15"
5403-1,12-09-2013,Victoria Brennan,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Wrap Bag,Regular Air,14-09-2013,$54.29,$90.48,$36.19,16,"$3,638.41",1%,$386.52,"$3,335.63",$19.99,"$3,353.64"
5403-1,24-07-2013,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,Tina Carlton,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,26-07-2013,$1.59,$2.61,$1.02,13,$83.08,4%,$7.54,$74.44,$0.50,$77.68
5403-1,22-07-2013,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,23-07-2013,$36.02,$58.10,$22.08,24,$62.98,2%,$0.63,$62.80,$1.49,$62.38
5403-1,09-05-2015,Sara Crown,"359 Crown Street,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,09-05-2015,$3.32,$5.18,$1.86,33,$144.45,7%,$4.45,$130.46,$2.04,$115.69
5404-1,31-07-2013,Alex Grayson,"644 George St,Sydney",Sydney,NSW,Consumer,Radhya Staples,Medium,Artisan Poly Binder Pockets,Technology,Jumbo Drum,Delivery Truck,02-09-2013,$2.26,$3.58,$1.32,46,$157.96,7%,$5.90,$148.68,$5.47,$159.33
5404-1,13-10-2013,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,13-10-2013,$13.88,$22.38,$8.50,10,$852.76,5%,$74.28,$764.04,$15.10,$764.04
5405-1,10-02-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Medium,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,11-02-2014,$8.82,$20.99,$12.17,3,$881.58,0%,$61.71,$819.87,$4.81,$824.68
5405-1,02-09-2015,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,05-09-2015,$8.82,$20.99,$12.17,50,$807.82,8%,$90.88,$817.98,$4.81,$824.68
5405-1,10-02-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,11-02-2014,$8.82,$20.99,$12.17,20,$881.58,5%,$61.72,$819.87,$4.81,$824.68
5406-1,23-02-2013,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,23-02-2013,$4.79,$11.97,$7.18,19,$129.52,9%,$10.69,$121.69,$5.81,$223.29
5407-1,24-08-2013,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan Durable Poly Binders,Office Supplies,Small Box,Regular Air,29-08-2013,$3.37,$5.53,$2.16,7,$119.46,6%,$4.69,$112.08,$6.98,$110.58
5407-1,10-02-2014,Dennis Pardue,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Critical,Cando S750 Color Inkjet Printer,Office Supplies,Wrap Bag,Regular Air,11-02-2014,$75.00,$120.97,$45.97,3,$472.70,9%,$41.76,$420.24,$26.30,$483.54
5407-1,23-02-2014,Elima Hackney,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Medium,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,26-02-2014,$8.82,$20.99,$12.17,34,$397.82,5%,$0.00,$399.82,$4.81,$381.33
5407-1,23-03-2013,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,23-02-2013,$12.39,$19.98,$7.59,23,$412.90,2%,$0.00,$419.84,$5.77,$404.83
5407-1,19-10-2014,Frank Merwin,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,21-10-2014,$2.50,$5.68,$3.18,47,$339.56,0%,$32.55,$228.69,$3.60,$231.96
5408-1,19-05-2015,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,20-05-2015,$1.94,$3.08,$1.14,6,$24.70,1%,$2.69,$23.53,$0.99,$25.43
5408-1,15-03-2014,Toby Swindell,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Low,Binder Posts,Office Supplies,Wrap Bag,Express Air,15-03-2014,$3.50,$5.74,$2.24,47,$258.30,7%,$0.00,$258.30,$5.01,$263.31
5409-1,12-02-2014,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Small Business,Natasha Song,Critical,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,13-02-2014,$216.00,$449.99,$233.99,6,"$2,249.95",2%,$45.00,"$2,204.95",$24.49,"$2,229.44"
5409-1,05-07-2013,Berenike Kampe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Critical,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,07-07-2013,$36.02,$58.10,$22.08,11,$84.00,8%,$7.55,$76.69,$1.49,$73.48
5409-1,17-07-2014,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Technology,Small Box,Regular Air,18-07-2014,$1.05,$1.95,$0.90,29,$29.70,3%,$1.58,$26.52,$1.63,$26.47
5409-1,24-12-2016,Samath Foster,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,26-12-2016,$32.02,$152.48,$120.46,7,"$2,249.75",8%,$0.00,"$2,249.45",$4.00,"$2,249.44"
5409-1,04-01-2014,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Home Office,Preston Senome,High,Cando PC940 Copier,Technology,Small Box,Regular Air,05-01-2014,$278.99,$449.99,$171.00,48,"$2,242.94",4%,$46.40,"$2,226.75",$49.00,"$2,229.44"
5409-1,13-05-2013,Alex Russell,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 479 Labels,Furniture,Large Box,Regular Air,15-05-2013,$1.59,$2.61,$1.02,7,$72.02,2%,$6.80,$69.22,$0.50,$60.62
